,ID,X,Y,ORIG_FID,Av_NOx_50m,Av_traffic_50m,Building_50m,Open Area_50m,Residential_50m,Resource and Industrial_50m,Waterbody_50m,Parks and Recreational_50m,Government and Institutional_50m,Commercial_50m,Pop_50m,Roads_50m,Tot_NOx_50m,Tot_traffic_50m,Av_NOx_100m,Av_traffic_100m,Building_100m,Open Area_100m,Residential_100m,Resource and Industrial_100m,Waterbody_100m,Parks and Recreational_100m,Government and Institutional_100m,Commercial_100m,Pop_100m,Roads_100m,Tot_NOx_100m,Tot_traffic_100m,Av_NOx_200m,Av_traffic_200m,Building_200m,Open Area_200m,Residential_200m,Resource and Industrial_200m,Waterbody_200m,Parks and Recreational_200m,Government and Institutional_200m,Commercial_200m,Pop_200m,Roads_200m,Tot_NOx_200m,Tot_traffic_200m,Av_NOx_500m,Av_traffic_500m,Building_500m,Open Area_500m,Residential_500m,Resource and Industrial_500m,Waterbody_500m,Parks and Recreational_500m,Government and Institutional_500m,Commercial_500m,Pop_500m,Roads_500m,Tot_NOx_500m,Tot_traffic_500m,Av_NOx_1000m,Av_traffic_1000m,Building_1000m,Open Area_1000m,Residential_1000m,Resource and Industrial_1000m,Waterbody_1000m,Parks and Recreational_1000m,Government and Institutional_1000m,Commercial_1000m,Pop_1000m,Roads_1000m,Tot_NOx_1000m,Tot_traffic_1000m
57,57,605952,5042968,56,4.106957434,22.12241807,2936.017866,NA,7833.327098,NA,NA,NA,NA,NA,233.2554261,125.7964662,98.56698409,530.9380419,14.87289288,106.7169765,9289.085506,NA,31106.92344,NA,NA,268.0136893,NA,NA,712.7345245,674.5828101,356.949432,2561.207447,59.8368578,382.3162146,30035.93651,140.3336389,106416.112,NA,NA,14823.85493,4200.738533,NA,2367.729695,2290.648591,1436.084583,9175.589274,4494.08765,86759.60133,174932.9577,70712.78863,493103.9863,138681.8462,NA,42132.53092,14306.13151,26253.88964,9549.617894,17719.80877,107858.1054,2082230.463,11942.49517,214862.2118,593953.3665,223454.5281,1785682.623,686111.7895,NA,163682.2626,155122.3005,127123.4964,20609.53405,61112.05666,286619.8856,5156693.109
58,58,605916,5044483,57,1.733619364,22.41050613,1184.066369,NA,7818.860965,14.46613314,NA,NA,NA,NA,96.82672958,117.811258,41.60686442,537.8521487,7.566486164,119.0125525,4176.020552,NA,25067.45532,6307.481808,NA,NA,NA,NA,300.9419535,556.3138904,181.5956699,2856.301267,39.30344076,448.959699,39947.32676,NA,70434.31634,43487.8263,NA,NA,11658.89642,NA,883.1186515,1693.764084,943.2825774,10775.03272,3668.382951,62992.82292,159077.9156,43948.18789,423517.2644,208562.3092,NA,76503.08043,32660.33128,NA,5471.662521,13074.59386,88041.19046,1511827.721,9898.642506,152486.8185,596952.4382,151369.2026,1751278.853,545189.8962,NA,341884.9139,351454.1343,NA,22422.2286,50617.23795,237567.4164,3659683.589
59,59,604538,5044976,58,4.293653041,50.26359994,NA,NA,7833.327098,NA,NA,NA,NA,NA,52.08506953,205.4859876,103.0476721,1206.326399,9.254771975,106.48026,989.7848196,NA,31374.93713,NA,NA,NA,NA,NA,204.7716632,535.5153583,222.1145264,2555.52624,59.05893966,364.7350089,3930.370624,NA,125581.0391,NA,NA,NA,NA,NA,785.9756216,1795.705764,1417.414516,8753.64025,596.7058897,6539.017896,70652.97329,16526.31082,639781.1542,NA,NA,78005.09345,50878.61474,NA,4704.700963,13134.30737,14320.94123,156936.429,1794.627389,20699.98696,434473.925,113349.4672,2214015.803,291084.4481,NA,331937.9261,190789.3555,NA,19253.52613,47410.12729,43071.05764,496799.6869
60,60,603391,5043102,59,4.301482373,40.59794374,253.8664096,2013.03937,1151.960608,3633.052554,NA,1022.723117,12.5514492,NA,126.3849053,295.9220789,103.2355773,974.3506291,17.49593644,457.0363296,2028.162498,4644.782174,3837.306239,14571.1843,NA,5700.395581,2621.268839,NA,489.9770281,736.1335761,419.9024621,10968.87176,1089.325897,4778.83816,4726.481508,20540.53402,32031.91962,32636.94011,NA,23509.12369,16862.52162,NA,1803.332754,2727.589538,26143.82117,114692.1162,3814.634947,16623.29752,86211.49948,74525.31921,464841.6637,42506.21971,NA,93050.61812,110267.3524,NA,12315.06107,15549.06749,91551.23647,398959.1395,8771.258166,61319.50357,367394.5868,296709.6003,2069565.238,229823.5222,NA,222650.068,257318.7578,65109.81351,33290.15736,55031.73781,210510.1889,1471668.082
61,61,602923,5043017,60,17.96505525,114.004022,286.5589155,2146.330719,5686.996379,NA,NA,NA,NA,NA,93.25072047,419.3767062,431.1613337,2736.096554,37.56117198,310.18378,2653.091004,4592.737312,26782.19982,NA,NA,NA,NA,NA,402.7711844,1055.707637,901.4681425,7444.410759,336.636974,1862.056902,12607.66708,19340.67483,104571.391,NA,NA,1668.973199,NA,NA,1605.922135,3388.892958,8079.287655,44689.36581,3948.463211,26827.01822,47287.73499,115441.4887,463142.6656,43372.09658,NA,148421.1539,14813.76835,NA,8720.020119,16835.40625,94763.1158,643848.4389,8922.331977,44205.77997,240992.3595,244388.4843,2065858.273,146415.9497,NA,354000.9697,330513.323,NA,28476.97857,55927.90999,214135.9597,1060938.72
62,62,601401,5043522,61,0.281270616,4.175390436,88.73372736,NA,7833.327098,NA,NA,NA,NA,NA,30.83673064,221.8855823,6.750494919,100.2093712,38.34000065,889.5063613,768.8345819,408.6325412,30910.97666,NA,NA,NA,NA,55.32793202,159.3175639,727.803629,920.1599905,21348.15304,679.0875745,15403.32349,3247.757428,10210.71837,92815.19653,NA,NA,NA,NA,22555.12416,672.0221543,3014.978158,16298.10197,369679.7671,3898.942242,39249.35337,35545.32449,52554.39938,600471.0055,NA,NA,46272.83221,13.07516218,85879.86089,4484.111061,16985.67697,93574.61191,941984.4803,8800.537427,68782.26065,107733.9157,103792.466,2202692.876,NA,300858.5769,191885.7431,248069.8875,93877.45031,15058.33302,51598.26903,211212.8909,1650774.256
63,63,600042,5042415,62,0,0,2627.717343,NA,7833.327098,NA,NA,NA,NA,NA,148.4259564,120.9098352,0,0,17.66841132,310.8332668,6542.682239,866.1408581,30508.79627,NA,NA,NA,NA,NA,481.6779758,543.5754926,424.0418745,7459.998402,56.82922259,697.3660627,18090.47441,1905.087716,113927.8169,NA,NA,9748.134481,NA,NA,1483.572201,1607.360579,1363.901368,16736.78551,341.9843463,5578.06589,82124.49409,11685.44652,554302.5369,59731.46459,NA,36946.7036,122525.0216,NA,6237.130491,10087.80569,8207.624409,133873.5827,1017.865837,14470.07993,236063.2733,38706.91671,1773054.27,380464.6732,168391.7754,188771.4413,591787.9239,NA,18419.75163,37364.16735,24428.77951,347281.9208
64,64,601778,5041161,63,NA,NA,NA,NA,NA,7833.327098,NA,NA,NA,NA,38.01637525,NA,NA,NA,24.1018866,128.8608446,2636.505957,1781.983854,169.194067,29423.75921,NA,NA,NA,NA,146.3255476,321.8722585,578.4452898,3092.660201,86.82696391,711.6274476,43523.4046,5115.554327,26065.90152,94039.28479,NA,NA,360.2984174,NA,523.06076,1269.509915,2083.847173,17079.05829,362.1078212,3428.724745,198391.6205,31097.36538,259323.056,383555.5147,NA,28954.68031,40344.17806,41916.37871,4343.221748,8728.141356,8690.587793,82289.39339,1123.786334,11178.08482,463586.2071,236122.7006,1788933.797,706656.7526,NA,146320.7669,142950.4569,120192.5258,18985.37795,44965.75494,26970.8723,268274.0354
65,65,602405,5038920,64,0,0,211.4253635,418.500023,7414.827075,NA,NA,NA,NA,NA,26.24580856,150.8073128,0,0,0,0,4738.151931,421.7363273,26528.57695,NA,NA,4424.623859,NA,NA,105.1227126,228.1551275,0,0,219.6347216,520.2676799,11214.39152,7297.002646,91576.75104,NA,NA,26707.28537,NA,NA,412.5100141,1170.455532,5271.233518,12486.42389,2744.236675,9294.553943,90522.45801,87809.0807,496487.8632,154237.4484,NA,36228.38125,10428.39967,NA,2081.418116,11403.89915,65861.68376,223069.2935,7449.91753,66132.14124,381696.4901,454494.6548,1516846.772,1037536.911,NA,78780.1947,53518.4681,NA,9685.623476,53076.25578,178798.0265,1587171.387
66,66,604115,5040456,65,0.475082792,4.11024099,2108.513572,NA,NA,4907.516735,NA,2925.810363,NA,NA,8.181254508,97.79141156,11.4019881,98.64578376,13.08681272,261.1257507,5665.076379,1807.929467,36.82924539,15796.64921,NA,12344.22466,NA,1389.304549,45.40002893,369.6276382,314.0835136,6267.018077,35.73280844,526.3266998,25669.91772,9884.543115,4287.109845,58417.32032,NA,39130.38198,NA,13861.68379,226.012387,1218.289116,857.5874202,12631.84087,2863.453022,29811.91109,124634.3569,78876.84192,264433.7612,270566.808,NA,83200.78277,65563.41834,22549.56088,2175.18961,11121.58697,68722.87011,715485.869,10283.88095,138886.7651,421893.0989,352159.013,1452702.5,706775.8102,NA,139721.5272,436953.2612,52864.88834,9967.420942,48485.7282,246813.143,3333282.364
67,67,613141,5043494,66,5.698601015,138.5744199,2050.263753,NA,5187.494265,2645.832833,NA,NA,NA,NA,90.50718566,244.358674,136.7664202,3325.786096,12.37377638,284.5944246,8875.587667,NA,17028.90513,13135.37279,NA,NA,1210.659213,NA,306.726664,661.3580359,296.9706325,6830.266203,30.57851775,582.6293359,30162.86511,NA,57314.1416,57648.75511,NA,12.69698338,10605.44537,NA,1134.280158,1882.030051,733.8844112,13983.10397,303.9984536,4352.021745,180022.0884,2093.42931,336412.1596,379152.3804,NA,32172.37195,35360.83183,NA,6346.176967,9884.514874,7295.962859,104448.5219,2735.524889,35550.96199,720640.5936,69178.55682,1784981.649,667436.2807,117973.9624,164531.4193,236278.73,100796.4015,25401.09887,48219.75749,65652.59726,853223.0906
68,68,610552,5041122,67,44.77610008,307.2768278,488.8501575,NA,NA,NA,NA,7833.327098,NA,NA,19.05400487,182.6235338,1074.626411,7374.643798,103.3599489,699.7598945,515.8256849,NA,NA,NA,NA,31374.93713,NA,NA,65.33690066,399.0475834,2480.638797,16794.2373,213.9617934,1443.194066,557.5181736,NA,1559.253264,NA,NA,124021.7858,NA,NA,246.2466455,974.2485908,5135.083092,34636.65722,961.2801705,12434.76842,113669.0467,4162.925294,197341.6083,NA,NA,450732.9882,132953.6514,NA,3372.897597,8238.781447,23070.72441,298434.4399,3224.289926,48996.23697,698186.6716,45421.14312,1595481.201,NA,NA,959668.1637,540606.4925,NA,26891.23105,42855.72403,77382.95784,1175909.686
69,69,610519,5039478,68,21.90741502,287.2725643,472.205785,275.5166784,5823.149664,NA,NA,NA,1734.660755,NA,32.81023899,224.2840425,525.7779535,6894.541527,45.21424527,605.1004585,3380.878039,704.0481636,20913.86629,NA,NA,3784.23218,5972.790501,NA,119.4824889,518.8930057,1085.141872,14522.41101,177.0110756,2297.098329,15114.80306,893.683086,84950.01742,NA,NA,14713.03221,25024.30633,NA,651.5541728,1969.147258,4248.265836,55130.35965,635.3596703,9913.056521,120604.3512,21273.99781,381207.7252,NA,NA,239641.9998,143067.4504,NA,6062.572236,8152.473374,15248.63219,237913.3548,2377.245379,34088.6311,514497.3367,137744.892,1156464.808,NA,15856.86723,1183537.939,645102.6677,2469.826352,22332.67892,30317.61819,57053.88916,818127.1436
70,70,611945,5038524,69,0,0,2017.286067,NA,7833.327098,NA,NA,NA,NA,NA,81.57668308,116.5513814,0,0,27.57736244,488.9111486,7225.355588,NA,31374.93713,NA,NA,NA,NA,NA,328.8986944,583.7193602,661.8566852,11733.8677,104.2349297,1774.288086,38489.9432,NA,117227.0841,8353.954924,NA,NA,NA,NA,1417.383315,2127.212933,2501.638314,42582.91417,2767.665565,53402.78708,217190.1902,33555.8108,516551.2641,202570.9756,NA,6402.42191,26110.70081,NA,5752.78222,16176.30756,66423.9738,1281666.876,9146.465587,154290.129,757545.7582,165541.6366,1509894.953,1182446.268,NA,112801.7735,123758.8933,46733.47651,20352.56012,64370.39735,219515.1761,3702963.071
71,71,609834,5038096,70,6.734950347,70.56115183,487.0385959,NA,7833.327098,NA,NA,NA,NA,NA,48.42806012,176.000883,161.6388152,1693.467676,26.95023234,459.939508,2719.021427,NA,30320.2737,NA,NA,NA,1054.663435,NA,194.1152972,769.797592,646.8055872,11038.5482,69.5741211,1349.34659,19995.23833,3.62667929,109596.6983,NA,NA,2580.371864,13400.34217,NA,795.8266483,2456.877687,1669.778948,32384.31804,340.0393135,5506.492547,122627.6273,443.5989912,636442.7842,NA,NA,27880.10038,111104.6856,9320.004007,4912.045303,13204.64663,8160.943587,132155.8207,5749.919388,53370.90654,468180.9053,162810.4215,2086458.757,68685.6958,3178.121086,282999.2731,477800.0235,59244.7084,19038.22998,51202.9067,137998.0663,1280901.742
72,72,602810,5032672,71,0.547764051,8.370785561,861.9497736,NA,7833.327098,NA,NA,NA,NA,NA,56.06008841,193.0294018,13.1463372,200.8988512,1.235718203,18.72647051,4669.125683,NA,31374.93713,NA,NA,NA,NA,NA,224.7154882,579.0015513,29.65723666,449.4352886,2.801166234,41.21168081,23626.2939,NA,125581.0391,NA,NA,NA,NA,NA,917.0671501,1644.684225,67.22798909,989.0803376,116.9411152,1531.853621,140620.3116,3856.215332,565241.194,NA,NA,38273.53909,122929.4432,54890.7816,6624.697392,9401.529703,2806.586824,36764.4871,3967.489616,25852.93731,376597.3609,207789.0714,1891992.079,125829.1374,162357.4966,299665.3169,386391.8138,67152.08535,20344.42796,46453.41875,95219.75431,620470.4992
73,73,612311,5036424,72,153.0913235,6796.152594,473.3179166,4410.130626,3423.196472,NA,NA,NA,NA,NA,52.66364216,408.9028822,3674.191868,163107.6656,325.1354839,9815.020326,1904.307784,16352.83699,13372.84043,1649.259715,NA,NA,NA,NA,191.5571515,1004.887062,7803.251855,235560.4926,660.371047,13431.85612,23066.45351,46178.28766,58087.12009,21315.63131,NA,NA,NA,NA,755.8396409,2824.720451,15848.90539,322364.5527,1746.996581,34262.53887,153943.7854,148678.9782,359554.2906,181766.1414,3855.275325,56159.5923,35176.89529,NA,4657.915754,12992.32654,41927.91769,822300.9371,3943.029054,73767.30293,510703.8675,511997.4919,1288872.513,595555.7152,299553.7128,259642.2071,185555.36,NA,18292.90337,44582.43924,94632.69703,1770415.282
74,74,612444,5035457,73,NA,NA,121.6422359,1009.634095,NA,NA,NA,6823.693002,NA,NA,20.53713941,NA,NA,NA,18.17160166,531.0823797,3739.445977,5808.687504,902.3565808,NA,NA,23533.65759,1130.235459,NA,88.88320849,282.3717417,436.1184368,12745.97725,83.8742809,2370.560292,15869.15102,11893.56848,10386.26407,NA,12944.86928,70521.6165,19834.72073,NA,545.825605,1255.06651,2012.982702,56893.44731,341.8201776,6116.501391,117089.5567,13465.17128,265107.9306,33799.2587,219591.6462,204929.0445,48298.12187,NA,4221.406328,6686.568384,8203.684126,146796.0343,1868.424491,42283.81507,506286.6182,304641.9587,1606476.199,227087.2747,546696.86,344589.6273,111685.0804,NA,22453.78918,36750.78124,44842.18751,1014811.563
75,75,610863,5035505,74,0,0,1228.528917,NA,7833.327098,NA,NA,NA,NA,NA,4.969988831,192.443056,0,0,219.9250028,4012.825045,2722.560129,11809.19185,18979.80545,NA,NA,NA,585.9398324,NA,32.11382772,1446.459534,5278.19997,96307.80087,747.6671841,11253.8612,12143.52451,56059.09512,47068.1121,12153.82972,NA,NA,10300.00212,NA,363.7682024,3805.8519,17944.0122,270092.6698,2021.147518,29561.28038,140918.8737,155127.4724,377743.3261,165776.9585,NA,26651.36835,59892.04788,NA,3899.713105,15804.50283,48507.5404,709470.735,4509.989879,56415.6344,594395.3443,311083.4837,1685217.231,751297.5655,NA,115668.0064,277910.7136,NA,21740.42168,52372.11425,108239.7568,1353975.231
76,76,611853,5034005,75,2.241082879,8.468429419,384.8835563,NA,7833.327098,NA,NA,NA,NA,NA,106.6423563,99.82159603,53.78598974,203.242306,11.74165694,46.76066798,7280.575762,NA,31374.93713,NA,NA,NA,NA,NA,429.1705869,480.4826509,281.7997798,1122.256032,71.69368246,1435.769021,26712.38319,425.1597059,104466.0881,NA,NA,20689.79126,NA,NA,1531.488104,2032.520604,1720.648402,34458.45651,283.3806846,4490.258067,138021.1722,9709.002732,454448.8809,NA,179877.7019,134420.2905,6735.297214,NA,6488.374544,9194.853319,6801.136479,107766.1932,1048.555507,16335.00637,474592.1107,234305.6166,1549780.253,16.46740907,901346.067,337322.8428,118405.7529,NA,23201.50531,31012.16578,25165.33221,392040.152
77,77,610798,5032507,76,18.17142399,260.3524448,523.6695526,NA,4681.99409,NA,NA,3151.333008,NA,NA,26.20316374,162.6126433,436.1141706,6248.458719,39.68457518,564.1755511,1796.462848,NA,17010.41822,NA,NA,14364.51891,NA,NA,110.1441069,441.9694847,952.4297889,13540.21334,83.97646672,1181.36695,3005.525865,NA,59943.22292,NA,13844.73549,47273.17907,4519.901573,NA,412.4519337,1364.513171,2015.435148,28352.80696,251.3471325,2869.908717,19436.48938,708.5467826,212592.9783,NA,263077.9278,129433.0163,179378.7039,NA,1617.215558,4955.763098,6032.331024,68877.80913,635.9494029,7187.898769,69327.35286,16288.31325,738570.4704,NA,1329194.251,322985.1226,734138.843,NA,6095.214836,17052.14524,15262.7855,172509.5706
78,78,601426,5033469,77,0,0,NA,NA,7833.327098,NA,NA,NA,NA,NA,17.8433448,98.80278814,0,0,226.3484649,1268.728188,NA,3175.925702,28199.01143,NA,NA,NA,NA,NA,71.46820431,723.3239088,5432.363087,30449.47573,660.3743706,2723.153078,NA,36452.00699,89129.03207,NA,NA,NA,NA,NA,291.7021255,2566.646208,15848.98464,65355.67266,1904.62139,11229.75168,13732.97785,130892.3399,422132.7876,198716.0834,NA,33449.96229,NA,NA,1798.994408,11616.79675,45710.91248,269514.0392,6145.501342,48608.01624,222797.0335,331001.3922,1438757.109,1117465.823,NA,90679.3721,163273.3041,NA,8334.255632,41919.26025,147492.0325,1166592.385
79,79,609477,5035535,78,27.27125644,307.339638,748.0428193,NA,NA,7833.327098,NA,NA,NA,NA,0.0208344,191.1322083,654.5101682,7376.151318,52.37782726,773.3809088,4844.77508,NA,NA,31374.93713,NA,NA,NA,NA,0.083448321,376.5015512,1257.067869,18561.14174,138.9445472,1748.790019,15834.18442,13005.74129,NA,112575.2978,NA,NA,NA,NA,0.317864494,1399.993755,3334.669145,41970.96007,3468.261979,60263.46672,105604.1066,316697.4772,59493.99822,352057.8833,NA,47646.6994,9295.116011,NA,1535.761612,14637.96011,83238.28726,1446323.202,10269.36183,176393.2432,523837.3919,717597.2541,1291503.82,959077.8699,NA,118553.0771,54444.97927,NA,15182.06546,55320.67785,246464.6851,4233437.831
80,80,608181,5036661,79,92.87670508,1625.335229,285.4105671,419.0933313,7414.233766,NA,NA,NA,NA,NA,54.69718383,193.2639674,2229.040763,39008.0449,596.1108881,10499.94637,1986.192725,3326.760084,26741.90988,NA,NA,NA,1306.267171,NA,215.6251727,962.5106003,14306.6612,251998.708,1344.510829,21200.20102,12675.88543,10119.85412,87349.68776,NA,NA,4743.392629,23368.10454,NA,911.4374518,3304.588644,32268.26013,508804.8146,3622.276588,61185.68258,72984.65235,31231.42695,576180.983,NA,NA,44030.75421,133748.009,NA,6856.718676,15748.87149,86934.639,1468456.358,8221.371333,121521.0915,384528.8408,114306.3357,2350763.821,17981.05776,NA,127219.2088,530906.5767,NA,27200.27349,55310.45849,197312.9123,2916506.164
81,82,605949,5036014,80,1.804445015,7.344184207,NA,NA,7833.327098,NA,NA,NA,NA,NA,71.97149277,99.81772141,43.30667998,176.2604163,9.784673943,46.12383009,NA,NA,31374.93713,NA,NA,NA,NA,NA,315.7652211,474.5687215,234.8321842,1106.971926,30.39863836,235.1807191,7003.338692,NA,125570.3175,NA,NA,NA,10.72154888,NA,1572.407522,1977.757357,729.5673449,5644.337302,349.3868998,5140.689238,83571.37584,10643.19147,705319.1715,NA,NA,7977.341012,61251.4692,NA,9312.583869,12707.41943,8385.28558,123376.5422,1149.72223,18631.56304,200587.1855,69137.83999,2544901.146,20088.30602,NA,215416.1756,238928.1498,52705.38306,23663.41316,50409.15838,27593.33361,447157.5135
82,83,604478,5036481,81,2.267566124,27.1674296,1245.415165,568.7257523,3093.843062,4170.758284,NA,NA,NA,NA,54.86366904,379.8443555,54.42158736,652.0183104,5.4597826,67.00105124,1957.601951,1563.824038,15827.04234,12440.70828,NA,NA,NA,1543.362474,281.7729809,985.1431682,131.0347804,1608.025228,11.38367212,140.4940997,18772.38694,3515.010996,71259.36727,31640.74293,NA,NA,NA,19165.91786,996.6301966,2534.275244,273.2081248,3371.858385,267.8705191,4102.351977,92521.33785,35628.09953,471815.6327,110132.4704,792.5911127,50147.57178,53527.47066,63147.33696,5806.552412,12256.51034,6428.892541,98456.44711,789.3583078,16382.51032,198840.6938,170728.5807,2127697.563,406585.7509,4215.503576,185358.4484,176581.6401,70009.51358,16085.22309,40733.9883,18944.59947,393180.2464
83,84,604432,5035081,82,1.773162501,33.03674051,NA,NA,7833.327098,NA,NA,NA,NA,NA,27.23211589,144.5304099,42.55589678,792.8817705,3.592330804,69.61998927,NA,NA,28325.83605,NA,NA,3049.101077,NA,NA,129.7952221,364.5407755,86.21593694,1670.879726,49.61796286,1039.945513,6154.903592,938.4335071,110951.6529,NA,NA,7255.655273,6435.297333,NA,1133.300972,2087.295097,1190.831107,24958.69214,177.7168092,2927.62021,48061.14677,6664.585298,721339.2192,NA,NA,34318.01817,22869.3505,NA,6708.645484,13769.00923,4265.20342,70262.88514,529.0930401,10144.50554,115364.0077,125608.2103,2418721.234,59240.71784,NA,373993.8781,101940.8314,61672.12844,17089.45322,46382.54002,12698.23295,243468.1331
84,85,602714,5033431,83,0,0,1219.317819,NA,7833.327098,NA,NA,NA,NA,NA,54.31763029,113.4963593,0,0,340.2818327,1674.428748,2408.191154,5126.288663,23135.50888,3113.139587,NA,NA,NA,NA,179.3398636,929.1868389,8166.764541,40186.29048,1062.260603,4313.05146,8823.602756,36611.63832,68346.00878,19917.70536,NA,705.6865944,NA,NA,525.6978463,2959.655894,25494.25618,103513.2362,2874.350605,15973.6925,78008.54584,182689.4336,317278.8508,199516.796,NA,44967.43819,40738.65456,NA,3923.422573,11195.29774,68984.41776,383368.623,6841.868131,56262.59239,279281.0312,594834.9033,1199440.662,911545.9499,NA,163197.6736,225179.0097,46978.80148,13123.54479,38038.71316,164204.84,1350302.218
85,86,600304,5032508,84,1.85465472,39.53432627,NA,NA,5292.744212,NA,NA,2540.582886,NA,NA,23.40380662,158.4642547,44.51170933,948.8238135,3.945793359,81.26648196,NA,7.216261208,18575.96472,NA,NA,12791.75616,NA,NA,93.25890757,459.6930793,94.69903361,1950.395535,8.18139179,153.9951117,NA,397.6934568,70370.19776,NA,24583.57726,30229.08514,NA,NA,304.0569019,1606.333312,196.353399,3695.882634,21.61539061,448.1686615,1448.803403,6191.760612,431597.6112,NA,273745.0611,49322.33958,24312.40311,NA,1528.725127,7229.810075,518.7693847,10756.04783,268.2696798,4557.179965,69790.62377,29841.734,1456455.204,NA,1200352.878,140153.4885,314351.6978,NA,6861.380213,25505.83632,6438.472392,109372.3184
86,87,602421,5031911,85,3.70426409,90.59074652,671.8384386,5912.185376,1234.590703,NA,686.5510197,NA,NA,NA,19.20141503,153.6651055,88.90233602,2174.177879,9.086986953,212.3784847,5546.018169,13254.70832,9208.475351,NA,7754.251695,1157.501767,NA,NA,76.0635769,360.4046026,218.0876867,5097.083563,23.2534144,449.8934294,12808.11899,22323.02792,40407.05036,NA,46683.13576,8501.127371,7666.697649,NA,342.5161387,1187.224204,558.0819461,10797.44222,149.7230883,2079.505682,51372.82572,53379.46623,244065.6096,NA,370752.2487,24971.34606,90097.63656,1924.865984,2285.198705,5887.999701,3593.354128,49908.1365,457.2248668,6449.716989,233023.0498,106062.5436,1119079.389,NA,1495805.021,161868.0556,191132.7102,67152.08535,11015.78429,25758.61101,10973.39688,154793.2083
87,88,605439,5032674,86,NA,NA,2305.967614,NA,NA,7833.327098,NA,NA,NA,NA,5.443700221,NA,NA,NA,7.883234419,11.05961814,6588.869905,1184.985857,NA,30189.95128,NA,NA,NA,NA,23.22037623,105.5910692,189.197611,265.4308354,670.0326065,12760.91834,10752.26619,28240.32787,2116.171827,95224.53936,NA,NA,NA,NA,129.3071997,1921.373846,16080.78284,306262.0433,3714.531324,62233.13676,92087.56684,166369.1036,148208.4998,470613.5698,NA,NA,NA,NA,1239.644517,12602.28503,89148.75216,1493595.291,8082.209759,102047.0481,548297.3128,355884.6283,906259.2701,1754363.844,NA,46103.43409,39679.59969,38886.22362,7878.938149,41953.86397,193973.0338,2449129.165
88,89,605401,5030989,87,0.133923711,0.784730843,496.3902225,NA,4854.516265,NA,NA,NA,2978.810833,NA,24.92234394,98.11129,3.214169027,18.83353962,0.271705757,1.658698506,2422.442937,NA,17551.49915,NA,NA,NA,13823.43798,NA,100.4798165,501.2454861,6.520938089,39.80876284,543.2797281,7885.916185,5174.334537,15519.10639,68243.25919,12229.02638,NA,NA,29589.6471,NA,392.5226861,2916.67745,13038.71358,189261.9904,1802.112456,26036.56406,34785.63005,112254.9812,258337.6117,217769.4985,110640.0633,34523.18608,51665.83238,NA,2212.144631,12386.92187,43250.69953,624877.5368,3971.504086,39133.1794,250258.2525,163365.4269,1076660.518,688345.6045,1013071.794,90772.37877,77504.44552,31456.83214,9173.046926,31035.96159,95316.09854,939196.3068
89,90,607403,5031001,88,1.359918283,23.65504248,1047.281619,NA,4292.804731,3540.522367,NA,NA,NA,NA,21.62814357,144.1804648,32.63803809,567.7210044,2.733689111,46.96527997,5479.130974,NA,16734.45616,14640.48097,NA,NA,NA,NA,86.04790779,406.8929353,65.60853821,1127.16669,6.233615746,102.8945494,13780.09414,1130.973481,64218.12741,60165.4136,NA,66.52456099,NA,NA,511.4927002,1445.194504,149.6067787,2469.469148,215.0581091,2478.479844,118307.921,47608.20503,362604.2751,188814.0966,NA,98756.58462,87408.0118,NA,5032.87321,12248.10741,5161.394663,59483.51646,1171.256482,11054.24562,446390.4073,237496.5116,1729806.115,527226.9335,NA,263240.8181,343451.907,39954.71469,18636.21025,44699.01911,28110.15571,265301.8952
90,91,608917,5031018,89,0,0,NA,NA,7833.327098,NA,NA,NA,NA,NA,108.512306,99.81441656,0,0,0.182908143,1.747338105,1333.257783,NA,31374.93713,NA,NA,NA,NA,NA,430.6178285,455.3887817,4.389795558,41.93611452,2.104980581,25.03430769,10269.05621,NA,120066.2251,NA,NA,NA,NA,5514.813945,1330.61511,2173.699814,50.51953493,600.8233764,54.90613271,519.5791342,61586.03182,13293.90072,583633.3246,NA,NA,47183.59565,38756.0445,102324.3077,5576.842756,11498.26406,1317.747203,12469.89928,849.131943,8078.832781,178322.9792,267455.0613,1594808.735,262421.6828,489696.5289,247801.6654,173421.3767,105571.9498,15294.06768,38587.07983,20379.16683,193891.9873
91,92,609410,5033350,90,NA,NA,NA,NA,NA,NA,NA,7833.327098,NA,NA,0.036913874,128.4446516,NA,NA,NA,NA,1241.659904,NA,NA,NA,NA,31374.93713,NA,NA,0.147851667,250.8517866,NA,NA,52.72710975,864.1211282,3986.390351,4114.283003,5003.187384,NA,611.2450072,115852.3237,NA,NA,79.03463591,1003.990242,1265.450624,20738.90714,216.1666276,2553.707732,36734.81847,18698.37284,213530.0718,16338.30408,55466.84964,478630.5346,2527.040235,NA,2691.557378,6797.935913,5187.998953,61288.98598,1241.992085,14398.0269,269944.5024,342440.2345,1258000.007,205444.8638,68871.60963,979310.9098,263942.5497,23166.82536,13867.92905,36085.42157,29807.81013,345552.6461
